Gene,FC,Source
NDRG2,1.25,Lung
NDUFS8,1.25,Lung
NDUFV1,1.25,Lung
NEK1,1.25,Lung
NEK2,1.25,Lung
NSMF,1.25,Lung
NFE2L3,1.25,Lung
NFIA,1.25,Lung
NFIX,1.25,Lung
TONSL,1.25,Lung
NKAIN4,1.25,Lung
NOC2L,1.25,Lung
NPL,1.25,Lung
NR1D2,1.25,Lung
NR1I2,1.25,Lung
NR2F2,1.25,Lung
NR3C2,1.25,Lung
NRTN,1.25,Lung
NSUN5,1.25,Lung
NUDT12,1.25,Lung
NUDT16,1.25,Lung
NUDT1,1.25,Lung
NUDT8,1.25,Lung
NUF2,1.25,Lung
NUMBL,1.25,Lung
NUMB,1.25,Lung
NUP85,1.25,Lung
NUTF2,1.25,Lung
ODF2,1.25,Lung
OLFM1,1.25,Lung
ONECUT2,1.25,Lung
ORAOV1,1.25,Lung
ORC6,1.25,Lung
P2RX7,1.25,Lung
P2RY12,1.25,Lung
P2RY13,1.25,Lung
PAFAH1B3,1.25,Lung
PARVA,1.25,Lung
PAX9,1.25,Lung
PCNX,1.25,Lung
PDE1A,1.25,Lung
PDZD8,1.25,Lung
PEX12,1.25,Lung
PFDN2,1.25,Lung
CPQ,1.25,Lung
PGP,1.25,Lung
JADE2,1.25,Lung
PIF1,1.25,Lung
PIK3AP1,1.25,Lung
PIK3CG,1.25,Lung
PIK3IP1,1.25,Lung
PKHD1,1.25,Lung
PKMYT1,1.25,Lung
PKNOX2,1.25,Lung
PLA1A,1.25,Lung
PLA2G1B,1.25,Lung
PLCB3,1.25,Lung
PLCL2,1.25,Lung
PLEK,1.25,Lung
PLK4,1.25,Lung
PLSCR4,1.25,Lung
PLXNA2,1.25,Lung
PNKP,1.25,Lung
POLA2,1.25,Lung
POLD1,1.25,Lung
POLR2J,1.25,Lung
POLR3GL,1.25,Lung
POP7,1.25,Lung
POR,1.25,Lung
PPFIA3,1.25,Lung
PPIH,1.25,Lung
PPP1R14B,1.25,Lung
PPP1R16A,1.25,Lung
PPP1R3F,1.25,Lung
PQLC2,1.25,Lung
PREB,1.25,Lung
PRKCB,1.25,Lung
PRKRIP1,1.25,Lung
PROS1,1.25,Lung
PRR14,1.25,Lung
PRR19,1.25,Lung
PRRG1,1.25,Lung
PRSS12,1.25,Lung
PRSS27,1.25,Lung
PSMC3IP,1.25,Lung
PSMG3,1.25,Lung
PSRC1,1.25,Lung
PTCD1,1.25,Lung
PTGDS,1.25,Lung
PTGER4,1.25,Lung
PTGES2,1.25,Lung
PTPN13,1.25,Lung
PTPRC,1.25,Lung
PURA,1.25,Lung
PUS1,1.25,Lung
PUSL1,1.25,Lung
PYCR1,1.25,Lung
PYCRL,1.25,Lung
QPCTL,1.25,Lung
RAB11FIP2,1.25,Lung
RAB26,1.25,Lung
RAB29,1.25,Lung
RABGAP1L,1.25,Lung
RAC3,1.25,Lung
RAD54B,1.25,Lung
RAD54L,1.25,Lung
RAD9A,1.25,Lung
RASSF2,1.25,Lung
RASSF5,1.25,Lung
RBM10,1.25,Lung
RBM28,1.25,Lung
RBM43,1.25,Lung
RCAN2,1.25,Lung
RCC1,1.25,Lung
RCE1,1.25,Lung
RCOR2,1.25,Lung
RCSD1,1.25,Lung
RECQL4,1.25,Lung
REPIN1,1.25,Lung
REPS2,1.25,Lung
RETSAT,1.25,Lung
RFC2,1.25,Lung
RFNG,1.25,Lung
ARHGEF28,1.25,Lung
RHPN1,1.25,Lung
RILPL2,1.25,Lung
RINT1,1.25,Lung
RNASE4,1.25,Lung
RNASE6,1.25,Lung
RNASEL,1.25,Lung
RNF13,1.25,Lung
RNF208,1.25,Lung
RNF26,1.25,Lung
RNPS1,1.25,Lung
ROS1,1.25,Lung
RP9P,1.25,Lung
RPS27L,1.25,Lung
RPS2P32,1.25,Lung
RPS6KB2,1.25,Lung
RPUSD1,1.25,Lung
RRM2B,1.25,Lung
RSPO2,1.25,Lung
RTCA,1.25,Lung
RTKN,1.25,Lung
RTN1,1.25,Lung
RUVBL2,1.25,Lung
SAC3D1,1.25,Lung
SACM1L,1.25,Lung
SAMD10,1.25,Lung
SAMD1,1.25,Lung
SASS6,1.25,Lung
SCN7A,1.25,Lung
SCNM1,1.25,Lung
SCUBE2,1.25,Lung
SCYL1,1.25,Lung
SELL,1.25,Lung
SELPLG,1.25,Lung
SEMA4A,1.25,Lung
SEMA4C,1.25,Lung
SEMA5B,1.25,Lung
SEPP1,1.25,Lung
SERINC1,1.25,Lung
SERPINB8,1.25,Lung
SESN1,1.25,Lung
SETDB2,1.25,Lung
SGPP2,1.25,Lung
SH2B2,1.25,Lung
SH3BGRL,1.25,Lung
SH3GL1,1.25,Lung
SKP2,1.25,Lung
SLAMF1,1.25,Lung
SLC14A1,1.25,Lung
SLC15A2,1.25,Lung
SLC19A1,1.25,Lung
SLC1A3,1.25,Lung
SLC25A10,1.25,Lung
SLC25A39,1.25,Lung
SLC26A9,1.25,Lung
SLC29A2,1.25,Lung
SLC2A13,1.25,Lung
SLC2A9,1.25,Lung
SLC35A5,1.25,Lung
SLC40A1,1.25,Lung
SLC41A1,1.25,Lung
SLC45A1,1.25,Lung
SLC5A7,1.25,Lung
SLC6A3,1.25,Lung
SLC7A5,1.25,Lung
SLC9A9,1.25,Lung
SLCO2B1,1.25,Lung
SLU7,1.25,Lung
SMG5,1.25,Lung
SNHG3,1.25,Lung
SNRPA,1.25,Lung
SNRPB,1.25,Lung
SNX25,1.25,Lung
SP8,1.25,Lung
SPAG5,1.25,Lung
SPARCL1,1.25,Lung
SPC24,1.25,Lung
SPIB,1.25,Lung
SPN,1.25,Lung
SPOP,1.25,Lung
SPRED1,1.25,Lung
SPTLC2,1.25,Lung
SPTLC3,1.25,Lung
SRM,1.25,Lung
SRPK3,1.25,Lung
ST6GAL1,1.25,Lung
STIP1,1.25,Lung
STOM,1.25,Lung
STRN4,1.25,Lung
STX7,1.25,Lung
SULT2B1,1.25,Lung
SUN1,1.25,Lung
SUV39H1,1.25,Lung
KMT5C,1.25,Lung
SVEP1,1.25,Lung
SYNJ2BP,1.25,Lung
TACC1,1.25,Lung
TACC3,1.25,Lung
TAF4,1.25,Lung
TAF6,1.25,Lung
TAPT1,1.25,Lung
TBRG4,1.25,Lung
TBXAS1,1.25,Lung
TCEB1,1.25,Lung
TCFL5,1.25,Lung
TCN2,1.25,Lung
TDRD3,1.25,Lung
TFR2,1.25,Lung
TGFBR2,1.25,Lung
TGOLN2,1.25,Lung
THAP3,1.25,Lung
ALYREF,1.25,Lung
THOP1,1.25,Lung
THRB,1.25,Lung
THUMPD1,1.25,Lung
TIGD3,1.25,Lung
TIGD5,1.25,Lung
TIMD4,1.25,Lung
PAM16,1.25,Lung
TIMM17B,1.25,Lung
TIMM44,1.25,Lung
TLE4,1.25,Lung
TLR1,1.25,Lung
TLR2,1.25,Lung
TLR3,1.25,Lung
TLR4,1.25,Lung
TLR5,1.25,Lung
TLR7,1.25,Lung
TLR8,1.25,Lung
TM4SF4,1.25,Lung
TM6SF1,1.25,Lung
TMED10,1.25,Lung
TMEM119,1.25,Lung
TMEM120B,1.25,Lung
TMEM132E,1.25,Lung
TMEM154,1.25,Lung
TMEM173,1.25,Lung
TMEM189,1.25,Lung
TMEM198,1.25,Lung
TMEM19,1.25,Lung
TMEM201,1.25,Lung
TMEM208,1.25,Lung
TMEM215,1.25,Lung
TMEM37,1.25,Lung
TMEM52,1.25,Lung
TMUB1,1.25,Lung
TNFSF13B,1.25,Lung
TNFSF13,1.25,Lung
TNFSF8,1.25,Lung
TOMM40,1.25,Lung
TOP1MT,1.25,Lung
TOR1AIP1,1.25,Lung
TPK1,1.25,Lung
TPP1,1.25,Lung
TPRN,1.25,Lung
TRAF2,1.25,Lung
TRAF6,1.25,Lung
TRAIP,1.25,Lung
TRANK1,1.25,Lung
TRIM22,1.25,Lung
TRIM5,1.25,Lung
TRIP13,1.25,Lung
TROAP,1.25,Lung
TRPT1,1.25,Lung
TSEN34,1.25,Lung
TSEN54,1.25,Lung
TSPAN8,1.25,Lung
TSPYL1,1.25,Lung
TTYH1,1.25,Lung
TUBB4B,1.25,Lung
TUBB3,1.25,Lung
TUBB8,1.25,Lung
TULP3,1.25,Lung
TXNIP,1.25,Lung
U2AF2,1.25,Lung
UBE2C,1.25,Lung
UBE2M,1.25,Lung
UBE2S,1.25,Lung
UBE2T,1.25,Lung
UBE2V2,1.25,Lung
USP35,1.25,Lung
USP53,1.25,Lung
UTRN,1.25,Lung
VILL,1.25,Lung
VPS72,1.25,Lung
VWA2,1.25,Lung
WDFY1,1.25,Lung
WDR11,1.25,Lung
WDR34,1.25,Lung
WDR7,1.25,Lung
DPH7,1.25,Lung
WDR86,1.25,Lung
WRAP73,1.25,Lung
WNK2,1.25,Lung
WRAP53,1.25,Lung
XRCC2,1.25,Lung
YDJC,1.25,Lung
YIF1A,1.25,Lung
YKT6,1.25,Lung
ZBTB38,1.25,Lung
ZC3H3,1.25,Lung
ZC3HC1,1.25,Lung
ZC4H2,1.25,Lung
ZDHHC18,1.25,Lung
ZDHHC3,1.25,Lung
ZEB2,1.25,Lung
ZFPL1,1.25,Lung
ZMAT3,1.25,Lung
ZMIZ2,1.25,Lung
ZMYND19,1.25,Lung
ZNF136,1.25,Lung
ZNF189,1.25,Lung
ZNF202,1.25,Lung
ZNF341,1.25,Lung
ZNF358,1.25,Lung
ZNF430,1.25,Lung
ZNF442,1.25,Lung
ZNF490,1.25,Lung
ZNF513,1.25,Lung
ZNF564,1.25,Lung
ZNF597,1.25,Lung
ZNF598,1.25,Lung
ZNF654,1.25,Lung
ZNF695,1.25,Lung
ZNF746,1.25,Lung
ZNF763,1.25,Lung
ZNF768,1.25,Lung
ZNF790,1.25,Lung
ZNF91,1.25,Lung
ZNHIT1,1.25,Lung
ZYG11A,1.25,Lung
ANTXR1,1.25,Kidney
C3ORF17,1.25,Kidney
CCNH,1.25,Kidney
CD22,1.25,Kidney
DIO2,1.25,Kidney
FNDC1,1.25,Kidney
GALNT16,1.25,Kidney
GSK3B,1.25,Kidney
MSL2,1.25,Kidney
MYO1D,1.25,Kidney
NDUFAF2,1.25,Kidney
NEFH,1.25,Kidney
PALLD,1.25,Kidney
PASK,1.25,Kidney
PODN,1.25,Kidney
RANBP17,1.25,Kidney
RFPL1S,1.25,Kidney
WFDC1,1.25,Kidney
ZC3H4,1.25,Kidney
ZKSCAN4,1.25,Kidney
ZNF518B,1.25,Kidney
ZNF610,1.25,Kidney
ZNF780A,1.25,Kidney
A2M,1.25,Breast_MB
A2ML1,1.25,Breast_MB
AACS,1.25,Breast_MB
AADAT,1.25,Breast_MB
AARS,1.25,Breast_MB
AARSD1,1.25,Breast_MB
ABAT,1.25,Breast_MB
ABCA1,1.25,Breast_MB
ABCA2,1.25,Breast_MB
ABCA3,1.25,Breast_MB
ABCA6,1.25,Breast_MB
ABCA8,1.25,Breast_MB
ABCB1,1.25,Breast_MB
ABCB9,1.25,Breast_MB
ABCC11,1.25,Breast_MB
ABCC4,1.25,Breast_MB
ABCC5,1.25,Breast_MB
ABCC8,1.25,Breast_MB
ABCD3,1.25,Breast_MB
ABCG1,1.25,Breast_MB
ABHD12,1.25,Breast_MB
ABHD14A,1.25,Breast_MB
ABHD14B,1.25,Breast_MB
ABHD17C,1.25,Breast_MB
ABHD3,1.25,Breast_MB
ABI3BP,1.25,Breast_MB
ABLIM3,1.25,Breast_MB
ABRACL,1.25,Breast_MB
ABTB2,1.25,Breast_MB
ACAA1,1.25,Breast_MB
ACAA2,1.25,Breast_MB
ACACA,1.25,Breast_MB
ACACB,1.25,Breast_MB
ACADSB,1.25,Breast_MB
ACADVL,1.25,Breast_MB
ACAP1,1.25,Breast_MB
ACAT2,1.25,Breast_MB
ACBD7,1.25,Breast_MB
ACE2,1.25,Breast_MB
ACKR1,1.25,Breast_MB
ACLY,1.25,Breast_MB
ACMSD,1.25,Breast_MB
ACOT4,1.25,Breast_MB
ACOT7,1.25,Breast_MB
ACOT9,1.25,Breast_MB
ACOX2,1.25,Breast_MB
ACP1,1.25,Breast_MB
ACSF2,1.25,Breast_MB
ACSL4,1.25,Breast_MB
ACSL5,1.25,Breast_MB
ACSS1,1.25,Breast_MB
ACTA1,1.25,Breast_MB
ACTA2,1.25,Breast_MB
ACTG2,1.25,Breast_MB
ACTL6A,1.25,Breast_MB
ACTN1,1.25,Breast_MB
ACTR3,1.25,Breast_MB
ACTR3B,1.25,Breast_MB
ACVR1,1.25,Breast_MB
ACVR1B,1.25,Breast_MB
ACVR2A,1.25,Breast_MB
ACY1,1.25,Breast_MB
ADA,1.25,Breast_MB
ADAM19,1.25,Breast_MB
ADAMDEC1,1.25,Breast_MB
ADAMTS1,1.25,Breast_MB
ADAMTS5,1.25,Breast_MB
ADAMTS8,1.25,Breast_MB
ADAMTS9,1.25,Breast_MB
ADAMTSL2,1.25,Breast_MB
ADAP1,1.25,Breast_MB
ADCK4,1.25,Breast_MB
ADCY1,1.25,Breast_MB
ADCY3,1.25,Breast_MB
ADCY6,1.25,Breast_MB
ADCY9,1.25,Breast_MB
ADD3,1.25,Breast_MB
ADGRA2,1.25,Breast_MB
ADGRB2,1.25,Breast_MB
ADGRE5,1.25,Breast_MB
ADGRG1,1.25,Breast_MB
ADGRG5,1.25,Breast_MB
ADGRG6,1.25,Breast_MB
ADGRL1,1.25,Breast_MB
ADGRL2,1.25,Breast_MB
ADH1C,1.25,Breast_MB
ADIPOR1,1.25,Breast_MB
ADIPOR2,1.25,Breast_MB
ADIRF,1.25,Breast_MB
ADM,1.25,Breast_MB
ADORA1,1.25,Breast_MB
ADORA2B,1.25,Breast_MB
ADPRHL1,1.25,Breast_MB
ADSL,1.25,Breast_MB
ADTRP,1.25,Breast_MB
AES,1.25,Breast_MB
AFF3,1.25,Breast_MB
AFMID,1.25,Breast_MB
AFP,1.25,Breast_MB
AFTPH,1.25,Breast_MB
AGAP1,1.25,Breast_MB
AGGF1,1.25,Breast_MB
AGPAT4,1.25,Breast_MB
AGR2,1.25,Breast_MB
AGR3,1.25,Breast_MB
AGT,1.25,Breast_MB
AGTPBP1,1.25,Breast_MB
AGTR1,1.25,Breast_MB
AHCY,1.25,Breast_MB
AHCYL1,1.25,Breast_MB
AHI1,1.25,Breast_MB
AHNAK,1.25,Breast_MB
AHSA1,1.25,Breast_MB
AHSA2,1.25,Breast_MB
AIF1,1.25,Breast_MB
AIF1L,1.25,Breast_MB
AIG1,1.25,Breast_MB
AIM2,1.25,Breast_MB
AK4,1.25,Breast_MB
AKIP1,1.25,Breast_MB
AKIRIN1,1.25,Breast_MB
AKNA,1.25,Breast_MB
AKR1B1,1.25,Breast_MB
AKR1C3,1.25,Breast_MB
AKR7A3,1.25,Breast_MB
AKR7L,1.25,Breast_MB
ALAD,1.25,Breast_MB
ALCAM,1.25,Breast_MB
ALDH1A1,1.25,Breast_MB
ALDH1A2,1.25,Breast_MB
ALDH1A3,1.25,Breast_MB
ALDH1L2,1.25,Breast_MB
ALDH3A2,1.25,Breast_MB
ALDH6A1,1.25,Breast_MB
ALDOA,1.25,Breast_MB
ALG1,1.25,Breast_MB
ALG8,1.25,Breast_MB
ALPL,1.25,Breast_MB
ALYREF,1.25,Breast_MB
AMD1,1.25,Breast_MB
AMDHD2,1.25,Breast_MB
AMER1,1.25,Breast_MB
AMFR,1.25,Breast_MB
AMH,1.25,Breast_MB
AMMECR1,1.25,Breast_MB
AMPD1,1.25,Breast_MB
AMPH,1.25,Breast_MB
AMY1A,1.25,Breast_MB
AMY2A,1.25,Breast_MB
ANAPC1,1.25,Breast_MB
ANG,1.25,Breast_MB
ANGEL2,1.25,Breast_MB
ANGPT1,1.25,Breast_MB
ANGPTL2,1.25,Breast_MB
ANGPTL4,1.25,Breast_MB
ANKMY1,1.25,Breast_MB
ANKRA2,1.25,Breast_MB
ANKRD11,1.25,Breast_MB
ANKRD13D,1.25,Breast_MB
ANKRD24,1.25,Breast_MB
ANKRD30A,1.25,Breast_MB
ANKRD35,1.25,Breast_MB
ANKRD36,1.25,Breast_MB
ANKRD6,1.25,Breast_MB
ANKS1B,1.25,Breast_MB
ANLN,1.25,Breast_MB
ANO10,1.25,Breast_MB
ANOS1,1.25,Breast_MB
ANP32B,1.25,Breast_MB
ANTXR1,1.25,Breast_MB
ANTXR2,1.25,Breast_MB
ANXA1,1.25,Breast_MB
ANXA2,1.25,Breast_MB
ANXA2P1,1.25,Breast_MB
ANXA2R,1.25,Breast_MB
ANXA3,1.25,Breast_MB
ANXA5,1.25,Breast_MB
ANXA8,1.25,Breast_MB
ANXA9,1.25,Breast_MB
AP1M2,1.25,Breast_MB
AP1S2,1.25,Breast_MB
AP2B1,1.25,Breast_MB
APBB2,1.25,Breast_MB
APBB3,1.25,Breast_MB
APCDD1,1.25,Breast_MB
APCDD1L,1.25,Breast_MB
APEH,1.25,Breast_MB
APEX1,1.25,Breast_MB
APH1B,1.25,Breast_MB
APITD1,1.25,Breast_MB
APLP1,1.25,Breast_MB
APMAP,1.25,Breast_MB
APOBEC3B,1.25,Breast_MB
APOBEC3G,1.25,Breast_MB
APOC1,1.25,Breast_MB
APOD,1.25,Breast_MB
APOE,1.25,Breast_MB
APPL2,1.25,Breast_MB
APRT,1.25,Breast_MB
AQP11,1.25,Breast_MB
AQP9,1.25,Breast_MB
AR,1.25,Breast_MB
ARFGEF3,1.25,Breast_MB
ARHGAP10,1.25,Breast_MB
ARHGAP15,1.25,Breast_MB
ARHGAP21,1.25,Breast_MB
ARHGAP23,1.25,Breast_MB
ARHGAP25,1.25,Breast_MB
ARHGAP28,1.25,Breast_MB
ARHGAP30,1.25,Breast_MB
ARHGAP32,1.25,Breast_MB
ARHGAP33,1.25,Breast_MB
ARHGAP36,1.25,Breast_MB
ARHGAP39,1.25,Breast_MB
ARHGAP9,1.25,Breast_MB
ARHGEF4,1.25,Breast_MB
ARID5B,1.25,Breast_MB
ARIH1,1.25,Breast_MB
ARL1,1.25,Breast_MB
ARL14EP,1.25,Breast_MB
ARL3,1.25,Breast_MB
ARL4A,1.25,Breast_MB
ARL5B,1.25,Breast_MB
ARL9,1.25,Breast_MB
ARMT1,1.25,Breast_MB
ARNT2,1.25,Breast_MB
ARPC1B,1.25,Breast_MB
ARPC2,1.25,Breast_MB
ARPC5,1.25,Breast_MB
ARPC5L,1.25,Breast_MB
ARRB1,1.25,Breast_MB
ARSD,1.25,Breast_MB
ARSG,1.25,Breast_MB
ART3,1.25,Breast_MB
ARV1,1.25,Breast_MB
ASB13,1.25,Breast_MB
ASCL1,1.25,Breast_MB
ASCL2,1.25,Breast_MB
ASNS,1.25,Breast_MB
ASPM,1.25,Breast_MB
ASS1,1.25,Breast_MB
ASTN2,1.25,Breast_MB
ATAD2,1.25,Breast_MB
ATF3,1.25,Breast_MB
ATF4,1.25,Breast_MB
ATG12,1.25,Breast_MB
ATG16L1,1.25,Breast_MB
ATHL1,1.25,Breast_MB
ATL2,1.25,Breast_MB
ATL3,1.25,Breast_MB
ATP11B,1.25,Breast_MB
ATP11C,1.25,Breast_MB
ATP13A5,1.25,Breast_MB
ATP1B3,1.25,Breast_MB
ATP2C2,1.25,Breast_MB
ATP5C1,1.25,Breast_MB
ATP5L,1.25,Breast_MB
ATP6AP1,1.25,Breast_MB
ATP6AP1L,1.25,Breast_MB
ATP6V0A1,1.25,Breast_MB
ATP6V0A4,1.25,Breast_MB
ATP6V0C,1.25,Breast_MB
ATP6V0E2,1.25,Breast_MB
ATP6V1C2,1.25,Breast_MB
ATP6V1G2,1.25,Breast_MB
ATP6V1H,1.25,Breast_MB
ATP7B,1.25,Breast_MB
ATPAF1,1.25,Breast_MB
ATRIP,1.25,Breast_MB
ATXN2,1.25,Breast_MB
AUH,1.25,Breast_MB
AUNIP,1.25,Breast_MB
AURKA,1.25,Breast_MB
AURKB,1.25,Breast_MB
AUTS2,1.25,Breast_MB
AVEN,1.25,Breast_MB
AVP,1.25,Breast_MB
AXL,1.25,Breast_MB
AZGP1,1.25,Breast_MB
B4GALNT4,1.25,Breast_MB
B4GALT5,1.25,Breast_MB
B4GALT7,1.25,Breast_MB
B9D1,1.25,Breast_MB
BACE2,1.25,Breast_MB
BACH2,1.25,Breast_MB
BAG3,1.25,Breast_MB
BAG4,1.25,Breast_MB
BAIAP2-AS1,1.25,Breast_MB
BAIAP2L2,1.25,Breast_MB
BAMBI,1.25,Breast_MB
BANK1,1.25,Breast_MB
BATF3,1.25,Breast_MB
BAZ1A,1.25,Breast_MB
BBOF1,1.25,Breast_MB
BBOX1,1.25,Breast_MB
BBS1,1.25,Breast_MB
BBS4,1.25,Breast_MB
BCAM,1.25,Breast_MB
BCAR3,1.25,Breast_MB
BCAS1,1.25,Breast_MB
BCAS4,1.25,Breast_MB
BCAT2,1.25,Breast_MB
BCDIN3D,1.25,Breast_MB
BCHE,1.25,Breast_MB
BCKDK,1.25,Breast_MB
BCL11A,1.25,Breast_MB
BCL11B,1.25,Breast_MB
BCL2,1.25,Breast_MB
BCL2L1,1.25,Breast_MB
BCL2L12,1.25,Breast_MB
BCOR,1.25,Breast_MB
BCYRN1,1.25,Breast_MB
BDH1,1.25,Breast_MB
BECN1,1.25,Breast_MB
BEND6,1.25,Breast_MB
BHLHE22,1.25,Breast_MB
BHLHE40,1.25,Breast_MB
BHLHE41,1.25,Breast_MB
BID,1.25,Breast_MB
BIK,1.25,Breast_MB
BIN1,1.25,Breast_MB
BIRC2,1.25,Breast_MB
BIRC3,1.25,Breast_MB
BIRC5,1.25,Breast_MB
BIVM,1.25,Breast_MB
BLM,1.25,Breast_MB
BLOC1S1,1.25,Breast_MB
BLVRB,1.25,Breast_MB
BMI1,1.25,Breast_MB
BMP1,1.25,Breast_MB
BMP4,1.25,Breast_MB
BMPR1B,1.25,Breast_MB
BNIP2,1.25,Breast_MB
BNIPL,1.25,Breast_MB
BOC,1.25,Breast_MB
BOLA3,1.25,Breast_MB
BOP1,1.25,Breast_MB
BORA,1.25,Breast_MB
BORCS7,1.25,Breast_MB
BPIFB1,1.25,Breast_MB
BRD8,1.25,Breast_MB
BRI3,1.25,Breast_MB
BRI3BP,1.25,Breast_MB
BRINP1,1.25,Breast_MB
BRINP2,1.25,Breast_MB
BRIX1,1.25,Breast_MB
BSN,1.25,Breast_MB
BTBD11,1.25,Breast_MB
BTD,1.25,Breast_MB
BTF3,1.25,Breast_MB
BTG1,1.25,Breast_MB
BTG2,1.25,Breast_MB
BTG3,1.25,Breast_MB
BTN3A2,1.25,Breast_MB
BTRC,1.25,Breast_MB
BUB1,1.25,Breast_MB
BUB3,1.25,Breast_MB
BYSL,1.25,Breast_MB
BZRAP1,1.25,Breast_MB
C10ORF10,1.25,Breast_MB
C10ORF54,1.25,Breast_MB
C11ORF49,1.25,Breast_MB
C11ORF52,1.25,Breast_MB
C11ORF73,1.25,Breast_MB
C11ORF96,1.25,Breast_MB
C12ORF10,1.25,Breast_MB
C12ORF75,1.25,Breast_MB
C14ORF159,1.25,Breast_MB
C14ORF2,1.25,Breast_MB
C14ORF79,1.25,Breast_MB
C15ORF39,1.25,Breast_MB
C15ORF52,1.25,Breast_MB
C15ORF59,1.25,Breast_MB
C16ORF13,1.25,Breast_MB
C16ORF45,1.25,Breast_MB
C16ORF58,1.25,Breast_MB
C16ORF87,1.25,Breast_MB
C16ORF92,1.25,Breast_MB
C17ORF58,1.25,Breast_MB
C17ORF75,1.25,Breast_MB
C17ORF97,1.25,Breast_MB
C18ORF21,1.25,Breast_MB
C19ORF12,1.25,Breast_MB
C19ORF33,1.25,Breast_MB
C19ORF48,1.25,Breast_MB
C1ORF106,1.25,Breast_MB
C1ORF115,1.25,Breast_MB
C1ORF116,1.25,Breast_MB
C1ORF186,1.25,Breast_MB
C1ORF198,1.25,Breast_MB
C1ORF21,1.25,Breast_MB
C1ORF54,1.25,Breast_MB
C1ORF64,1.25,Breast_MB
C1QTNF1,1.25,Breast_MB
C1R,1.25,Breast_MB
C1S,1.25,Breast_MB
C20ORF24,1.25,Breast_MB
C21ORF2,1.25,Breast_MB
C21ORF59,1.25,Breast_MB
C2CD4B,1.25,Breast_MB
C2ORF15,1.25,Breast_MB
C2ORF40,1.25,Breast_MB
C2ORF82,1.25,Breast_MB
C2ORF88,1.25,Breast_MB
C3,1.25,Breast_MB
C3ORF58,1.25,Breast_MB
C4A,1.25,Breast_MB
C4ORF3,1.25,Breast_MB
C4ORF32,1.25,Breast_MB
C5,1.25,Breast_MB
C5ORF30,1.25,Breast_MB
C5ORF46,1.25,Breast_MB
C6ORF1,1.25,Breast_MB
C6ORF15,1.25,Breast_MB
C8ORF4,1.25,Breast_MB
C8ORF59,1.25,Breast_MB
C9ORF116,1.25,Breast_MB
C9ORF152,1.25,Breast_MB
C9ORF40,1.25,Breast_MB
C9ORF64,1.25,Breast_MB
CA11,1.25,Breast_MB
CA12,1.25,Breast_MB
CA8,1.25,Breast_MB
CA9,1.25,Breast_MB
CABP4,1.25,Breast_MB
CACFD1,1.25,Breast_MB
CACHD1,1.25,Breast_MB
CACNA1H,1.25,Breast_MB
CACNA1I,1.25,Breast_MB
CACNA2D2,1.25,Breast_MB
CACNG1,1.25,Breast_MB
CACYBP,1.25,Breast_MB
CAD,1.25,Breast_MB
CADM4,1.25,Breast_MB
CALB2,1.25,Breast_MB
CALD1,1.25,Breast_MB
CALML3,1.25,Breast_MB
CALML5,1.25,Breast_MB
CALU,1.25,Breast_MB
CAMK1G,1.25,Breast_MB
CAMK2B,1.25,Breast_MB
CAMK2N1,1.25,Breast_MB
CAMLG,1.25,Breast_MB
CANT1,1.25,Breast_MB
CAP2,1.25,Breast_MB
CAPN13,1.25,Breast_MB
CAPN8,1.25,Breast_MB
CAPN9,1.25,Breast_MB
CAPRIN1,1.25,Breast_MB
CAPSL,1.25,Breast_MB
CARD10,1.25,Breast_MB
CARD9,1.25,Breast_MB
CARTPT,1.25,Breast_MB
CASC1,1.25,Breast_MB
CASC4,1.25,Breast_MB
CASD1,1.25,Breast_MB
CASK,1.25,Breast_MB
CASP1,1.25,Breast_MB
CASP2,1.25,Breast_MB
CASP4,1.25,Breast_MB
CASZ1,1.25,Breast_MB
CATSPER2P1,1.25,Breast_MB
CAV1,1.25,Breast_MB
CAV2,1.25,Breast_MB
CBFB,1.25,Breast_MB
CBLC,1.25,Breast_MB
CBLL1,1.25,Breast_MB
CBR3,1.25,Breast_MB
CBR4,1.25,Breast_MB
CBS,1.25,Breast_MB
CBX2,1.25,Breast_MB
CBX4,1.25,Breast_MB
CBX7,1.25,Breast_MB
CCBL1,1.25,Breast_MB
CCDC102A,1.25,Breast_MB
CCDC103,1.25,Breast_MB
CCDC106,1.25,Breast_MB
CCDC109B,1.25,Breast_MB
CCDC117,1.25,Breast_MB
CCDC14,1.25,Breast_MB
CCDC149,1.25,Breast_MB
CCDC15,1.25,Breast_MB
CCDC170,1.25,Breast_MB
CCDC178,1.25,Breast_MB
CCDC189,1.25,Breast_MB
CCDC191,1.25,Breast_MB
CCDC24,1.25,Breast_MB
CCDC25,1.25,Breast_MB
CCDC28A,1.25,Breast_MB
CCDC50,1.25,Breast_MB
CCDC59,1.25,Breast_MB
CCDC68,1.25,Breast_MB
CCDC77,1.25,Breast_MB
CCDC90B,1.25,Breast_MB
CCL13,1.25,Breast_MB
CCL15,1.25,Breast_MB
CCL19,1.25,Breast_MB
CCL2,1.25,Breast_MB
CCL20,1.25,Breast_MB
CCL21,1.25,Breast_MB
CCL22,1.25,Breast_MB
CCL28,1.25,Breast_MB
CCL5,1.25,Breast_MB
CCL8,1.25,Breast_MB
CCNA1,1.25,Breast_MB
CCNA2,1.25,Breast_MB
CCNB1,1.25,Breast_MB
CCNB1IP1,1.25,Breast_MB
