Gene,FC,Source
PGS1,1.25,Breast_TCGA
PHACTR4,1.25,Breast_TCGA
PHC2,1.25,Breast_TCGA
PHF19,1.25,Breast_TCGA
PHF7,1.25,Breast_TCGA
PHLDA1,1.25,Breast_TCGA
PHLDB1,1.25,Breast_TCGA
PHLPP1,1.25,Breast_TCGA
PHOSPHO2,1.25,Breast_TCGA
PHYH,1.25,Breast_TCGA
PHYHIPL,1.25,Breast_TCGA
PIANP,1.25,Breast_TCGA
PID1,1.25,Breast_TCGA
PIF1,1.25,Breast_TCGA
PIFO,1.25,Breast_TCGA
PIGH,1.25,Breast_TCGA
PIGQ,1.25,Breast_TCGA
PIGT,1.25,Breast_TCGA
PIK3C2G,1.25,Breast_TCGA
PIK3CA,1.25,Breast_TCGA
PIK3CD,1.25,Breast_TCGA
PIM1,1.25,Breast_TCGA
PIP,1.25,Breast_TCGA
PISD,1.25,Breast_TCGA
PITPNC1,1.25,Breast_TCGA
PIWIL4,1.25,Breast_TCGA
PJA2,1.25,Breast_TCGA
PKD2,1.25,Breast_TCGA
PKHD1L1,1.25,Breast_TCGA
PKIA,1.25,Breast_TCGA
PKIB,1.25,Breast_TCGA
PKP1,1.25,Breast_TCGA
PLA2G12A,1.25,Breast_TCGA
PLA2G4A,1.25,Breast_TCGA
PLA2G4F,1.25,Breast_TCGA
PLAC4,1.25,Breast_TCGA
PLAC8,1.25,Breast_TCGA
PLAGL1,1.25,Breast_TCGA
PLCB4,1.25,Breast_TCGA
PLCD4,1.25,Breast_TCGA
PLCG2,1.25,Breast_TCGA
PLCL2,1.25,Breast_TCGA
PLCXD2,1.25,Breast_TCGA
PLD1,1.25,Breast_TCGA
PLEKHA4,1.25,Breast_TCGA
PLEKHF2,1.25,Breast_TCGA
PLEKHG1,1.25,Breast_TCGA
PLEKHG2,1.25,Breast_TCGA
PLEKHM3,1.25,Breast_TCGA
PLK1,1.25,Breast_TCGA
PLK4,1.25,Breast_TCGA
PLOD2,1.25,Breast_TCGA
PLP2,1.25,Breast_TCGA
PLPP3,1.25,Breast_TCGA
PLPPR1,1.25,Breast_TCGA
PLPPR2,1.25,Breast_TCGA
PLS3,1.25,Breast_TCGA
PLSCR1,1.25,Breast_TCGA
PLSCR3,1.25,Breast_TCGA
PLXDC1,1.25,Breast_TCGA
PLXDC2,1.25,Breast_TCGA
PLXNA4,1.25,Breast_TCGA
PM20D2,1.25,Breast_TCGA
PML,1.25,Breast_TCGA
PNMAL1,1.25,Breast_TCGA
PNMT,1.25,Breast_TCGA
PNP,1.25,Breast_TCGA
PNPLA3,1.25,Breast_TCGA
PNPLA4,1.25,Breast_TCGA
PNPLA7,1.25,Breast_TCGA
PODXL,1.25,Breast_TCGA
POLB,1.25,Breast_TCGA
POLD1,1.25,Breast_TCGA
POLD3,1.25,Breast_TCGA
POLD4,1.25,Breast_TCGA
POLG,1.25,Breast_TCGA
POLN,1.25,Breast_TCGA
POLQ,1.25,Breast_TCGA
POLR1E,1.25,Breast_TCGA
POLR3G,1.25,Breast_TCGA
POLR3K,1.25,Breast_TCGA
POMC,1.25,Breast_TCGA
POP1,1.25,Breast_TCGA
POSTN,1.25,Breast_TCGA
POU2AF1,1.25,Breast_TCGA
PPARA,1.25,Breast_TCGA
PPARGC1A,1.25,Breast_TCGA
PPIB,1.25,Breast_TCGA
PPM1D,1.25,Breast_TCGA
PPM1G,1.25,Breast_TCGA
PPM1J,1.25,Breast_TCGA
PPM1K,1.25,Breast_TCGA
PPM1L,1.25,Breast_TCGA
PPP1R12B,1.25,Breast_TCGA
PPP1R14B,1.25,Breast_TCGA
PPP1R14C,1.25,Breast_TCGA
PPP1R15A,1.25,Breast_TCGA
PPP1R18,1.25,Breast_TCGA
PPP1R3E,1.25,Breast_TCGA
PPP3CA,1.25,Breast_TCGA
PPP4R1L,1.25,Breast_TCGA
PRC1,1.25,Breast_TCGA
PRCP,1.25,Breast_TCGA
PRDM1,1.25,Breast_TCGA
PRDM8,1.25,Breast_TCGA
PRICKLE1,1.25,Breast_TCGA
PRIM2,1.25,Breast_TCGA
PRIMA1,1.25,Breast_TCGA
PRKAR1B,1.25,Breast_TCGA
PRKCA,1.25,Breast_TCGA
PRKCQ,1.25,Breast_TCGA
PRKD1,1.25,Breast_TCGA
PRKD3,1.25,Breast_TCGA
PRKX,1.25,Breast_TCGA
PRMT1,1.25,Breast_TCGA
PRMT6,1.25,Breast_TCGA
PRMT8,1.25,Breast_TCGA
PRNP,1.25,Breast_TCGA
PROM1,1.25,Breast_TCGA
PROS1,1.25,Breast_TCGA
PROSER1,1.25,Breast_TCGA
PROX1,1.25,Breast_TCGA
PRPF38A,1.25,Breast_TCGA
PRR11,1.25,Breast_TCGA
PRR13,1.25,Breast_TCGA
PRR15,1.25,Breast_TCGA
PRR5L,1.25,Breast_TCGA
PRRG1,1.25,Breast_TCGA
PRRT3,1.25,Breast_TCGA
PRRX1,1.25,Breast_TCGA
PRRX2,1.25,Breast_TCGA
PRSS12,1.25,Breast_TCGA
PRSS3,1.25,Breast_TCGA
PRSS8,1.25,Breast_TCGA
PRTFDC1,1.25,Breast_TCGA
PSAT1,1.25,Breast_TCGA
PSD4,1.25,Breast_TCGA
PSIP1,1.25,Breast_TCGA
PSMD12,1.25,Breast_TCGA
PSRC1,1.25,Breast_TCGA
PTBP2,1.25,Breast_TCGA
PTCH1,1.25,Breast_TCGA
PTCH2,1.25,Breast_TCGA
PTCHD1,1.25,Breast_TCGA
PTCHD2,1.25,Breast_TCGA
PTDSS1,1.25,Breast_TCGA
PTGES,1.25,Breast_TCGA
PTGFRN,1.25,Breast_TCGA
PTGR2,1.25,Breast_TCGA
PTGS2,1.25,Breast_TCGA
PTH2R,1.25,Breast_TCGA
PTHLH,1.25,Breast_TCGA
PTK6,1.25,Breast_TCGA
PTK7,1.25,Breast_TCGA
PTMA,1.25,Breast_TCGA
PTN,1.25,Breast_TCGA
PTPN14,1.25,Breast_TCGA
PTPN2,1.25,Breast_TCGA
PTPN22,1.25,Breast_TCGA
PTPRN2,1.25,Breast_TCGA
PTPRZ1,1.25,Breast_TCGA
PTRF,1.25,Breast_TCGA
PTX3,1.25,Breast_TCGA
PUM3,1.25,Breast_TCGA
PVR,1.25,Breast_TCGA
PVRL1,1.25,Breast_TCGA
PVRL3,1.25,Breast_TCGA
PXDN,1.25,Breast_TCGA
PXDNL,1.25,Breast_TCGA
PYCARD,1.25,Breast_TCGA
PYGL,1.25,Breast_TCGA
QKI,1.25,Breast_TCGA
QRFPR,1.25,Breast_TCGA
QRICH2,1.25,Breast_TCGA
QSER1,1.25,Breast_TCGA
QSOX1,1.25,Breast_TCGA
R3HDM1,1.25,Breast_TCGA
RAB17,1.25,Breast_TCGA
RAB23,1.25,Breast_TCGA
RAB26,1.25,Breast_TCGA
RAB27B,1.25,Breast_TCGA
RAB29,1.25,Breast_TCGA
RAB30,1.25,Breast_TCGA
RAB3IL1,1.25,Breast_TCGA
RAB5C,1.25,Breast_TCGA
RAB6B,1.25,Breast_TCGA
RABAC1,1.25,Breast_TCGA
RABEP1,1.25,Breast_TCGA
RABEP2,1.25,Breast_TCGA
RABGAP1L,1.25,Breast_TCGA
RABL3,1.25,Breast_TCGA
RAD51,1.25,Breast_TCGA
RAD51AP1,1.25,Breast_TCGA
RAD54B,1.25,Breast_TCGA
RAD54L,1.25,Breast_TCGA
RAET1E,1.25,Breast_TCGA
RAI14,1.25,Breast_TCGA
RALGPS2,1.25,Breast_TCGA
RAN,1.25,Breast_TCGA
RANBP1,1.25,Breast_TCGA
RANBP17,1.25,Breast_TCGA
RANBP3L,1.25,Breast_TCGA
RAP1GAP2,1.25,Breast_TCGA
RAP2A,1.25,Breast_TCGA
RAP2B,1.25,Breast_TCGA
RAPGEF3,1.25,Breast_TCGA
RAPGEFL1,1.25,Breast_TCGA
RARA,1.25,Breast_TCGA
RARB,1.25,Breast_TCGA
RARRES1,1.25,Breast_TCGA
RARRES3,1.25,Breast_TCGA
RASA3,1.25,Breast_TCGA
RASAL1,1.25,Breast_TCGA
RASAL2,1.25,Breast_TCGA
RASGEF1C,1.25,Breast_TCGA
RASGRF1,1.25,Breast_TCGA
RASGRP3,1.25,Breast_TCGA
RASL11B,1.25,Breast_TCGA
RASL12,1.25,Breast_TCGA
RASSF2,1.25,Breast_TCGA
RASSF9,1.25,Breast_TCGA
RAVER2,1.25,Breast_TCGA
RBBP4,1.25,Breast_TCGA
RBBP7,1.25,Breast_TCGA
RBKS,1.25,Breast_TCGA
RBL1,1.25,Breast_TCGA
RBM17,1.25,Breast_TCGA
RBM28,1.25,Breast_TCGA
RBM38,1.25,Breast_TCGA
RBM47,1.25,Breast_TCGA
RBMS1,1.25,Breast_TCGA
RBMS3,1.25,Breast_TCGA
RBP1,1.25,Breast_TCGA
RCAN1,1.25,Breast_TCGA
RCC1,1.25,Breast_TCGA
RCC2,1.25,Breast_TCGA
RCCD1,1.25,Breast_TCGA
RCL1,1.25,Breast_TCGA
RCN2,1.25,Breast_TCGA
RCSD1,1.25,Breast_TCGA
RDH10,1.25,Breast_TCGA
REC8,1.25,Breast_TCGA
RECK,1.25,Breast_TCGA
REEP1,1.25,Breast_TCGA
REEP5,1.25,Breast_TCGA
REEP6,1.25,Breast_TCGA
RELN,1.25,Breast_TCGA
REM1,1.25,Breast_TCGA
REPS2,1.25,Breast_TCGA
RETSAT,1.25,Breast_TCGA
RFC3,1.25,Breast_TCGA
RFC4,1.25,Breast_TCGA
RFPL1S,1.25,Breast_TCGA
RFTN2,1.25,Breast_TCGA
RFWD3,1.25,Breast_TCGA
RGL1,1.25,Breast_TCGA
RGMA,1.25,Breast_TCGA
RGS1,1.25,Breast_TCGA
RGS11,1.25,Breast_TCGA
RGS18,1.25,Breast_TCGA
RGS2,1.25,Breast_TCGA
RGS4,1.25,Breast_TCGA
RHBDD2,1.25,Breast_TCGA
RHBDF2,1.25,Breast_TCGA
RHBDL1,1.25,Breast_TCGA
RHOB,1.25,Breast_TCGA
RHOF,1.25,Breast_TCGA
RHOJ,1.25,Breast_TCGA
RIBC1,1.25,Breast_TCGA
RIMBP3,1.25,Breast_TCGA
RIMS1,1.25,Breast_TCGA
RIMS3,1.25,Breast_TCGA
RIN3,1.25,Breast_TCGA
RIOK1,1.25,Breast_TCGA
RIPK4,1.25,Breast_TCGA
RLF,1.25,Breast_TCGA
RLTPR,1.25,Breast_TCGA
RMND1,1.25,Breast_TCGA
RMND5B,1.25,Breast_TCGA
RNASE4,1.25,Breast_TCGA
RNASE7,1.25,Breast_TCGA
RND3,1.25,Breast_TCGA
RNF103,1.25,Breast_TCGA
RNF122,1.25,Breast_TCGA
RNF138,1.25,Breast_TCGA
RNF141,1.25,Breast_TCGA
RNF144A,1.25,Breast_TCGA
RNF145,1.25,Breast_TCGA
RNF150,1.25,Breast_TCGA
RNF170,1.25,Breast_TCGA
RNF180,1.25,Breast_TCGA
RNF212,1.25,Breast_TCGA
RNF217,1.25,Breast_TCGA
ROBO1,1.25,Breast_TCGA
ROCK2,1.25,Breast_TCGA
ROPN1,1.25,Breast_TCGA
ROPN1B,1.25,Breast_TCGA
ROR1,1.25,Breast_TCGA
RORC,1.25,Breast_TCGA
RP1,1.25,Breast_TCGA
RP9P,1.25,Breast_TCGA
RPA3,1.25,Breast_TCGA
RPH3AL,1.25,Breast_TCGA
RPL13,1.25,Breast_TCGA
RPL27A,1.25,Breast_TCGA
RPL38,1.25,Breast_TCGA
RPL4,1.25,Breast_TCGA
RPL9,1.25,Breast_TCGA
RPLP0,1.25,Breast_TCGA
RPS17,1.25,Breast_TCGA
RPS18,1.25,Breast_TCGA
RPS19,1.25,Breast_TCGA
RPS27A,1.25,Breast_TCGA
RPS27L,1.25,Breast_TCGA
RPS6KA3,1.25,Breast_TCGA
RPS6KL1,1.25,Breast_TCGA
RPS7,1.25,Breast_TCGA
RRAGB,1.25,Breast_TCGA
RRAS2,1.25,Breast_TCGA
RRM2,1.25,Breast_TCGA
RRM2B,1.25,Breast_TCGA
RRNAD1,1.25,Breast_TCGA
RRP1B,1.25,Breast_TCGA
RSPH1,1.25,Breast_TCGA
RSPH3,1.25,Breast_TCGA
RSPO3,1.25,Breast_TCGA
RSU1,1.25,Breast_TCGA
RTKN2,1.25,Breast_TCGA
RTN2,1.25,Breast_TCGA
RTN4RL1,1.25,Breast_TCGA
RUNDC1,1.25,Breast_TCGA
RUNX1,1.25,Breast_TCGA
RUNX1T1,1.25,Breast_TCGA
RUNX2,1.25,Breast_TCGA
RUNX3,1.25,Breast_TCGA
RWDD2A,1.25,Breast_TCGA
RYR1,1.25,Breast_TCGA
RYR3,1.25,Breast_TCGA
S100A2,1.25,Breast_TCGA
S100B,1.25,Breast_TCGA
S1PR2,1.25,Breast_TCGA
S1PR5,1.25,Breast_TCGA
SAAL1,1.25,Breast_TCGA
SACS,1.25,Breast_TCGA
SALL1,1.25,Breast_TCGA
SAMD3,1.25,Breast_TCGA
SAMD5,1.25,Breast_TCGA
SAPCD2,1.25,Breast_TCGA
SAR1B,1.25,Breast_TCGA
SASS6,1.25,Breast_TCGA
SATB1,1.25,Breast_TCGA
SCCPDH,1.25,Breast_TCGA
SCD5,1.25,Breast_TCGA
SCG5,1.25,Breast_TCGA
SCGB2A1,1.25,Breast_TCGA
SCHIP1,1.25,Breast_TCGA
SCLT1,1.25,Breast_TCGA
SCML2,1.25,Breast_TCGA
SCML4,1.25,Breast_TCGA
SCN1B,1.25,Breast_TCGA
SCN4B,1.25,Breast_TCGA
SCN9A,1.25,Breast_TCGA
SCPEP1,1.25,Breast_TCGA
SCUBE1,1.25,Breast_TCGA
SCUBE2,1.25,Breast_TCGA
SDC2,1.25,Breast_TCGA
SDC3,1.25,Breast_TCGA
SDHAF3,1.25,Breast_TCGA
SDK2,1.25,Breast_TCGA
SDPR,1.25,Breast_TCGA
SDSL,1.25,Breast_TCGA
SEC14L1,1.25,Breast_TCGA
SEC22C,1.25,Breast_TCGA
SEC23A,1.25,Breast_TCGA
SEL1L3,1.25,Breast_TCGA
SELENBP1,1.25,Breast_TCGA
SELL,1.25,Breast_TCGA
SELM,1.25,Breast_TCGA
SEMA3D,1.25,Breast_TCGA
SEMA3F,1.25,Breast_TCGA
SEMA5A,1.25,Breast_TCGA
SEMA5B,1.25,Breast_TCGA
SEMA7A,1.25,Breast_TCGA
SEPHS1,1.25,Breast_TCGA
SEPHS2,1.25,Breast_TCGA
SEPT11,1.25,Breast_TCGA
SEPT3,1.25,Breast_TCGA
SEPT4,1.25,Breast_TCGA
SERBP1,1.25,Breast_TCGA
SERINC1,1.25,Breast_TCGA
SERPINA11,1.25,Breast_TCGA
SERPINB5,1.25,Breast_TCGA
SERPINB6,1.25,Breast_TCGA
SERPINB9,1.25,Breast_TCGA
SERPINE2,1.25,Breast_TCGA
SERPINF2,1.25,Breast_TCGA
SERPING1,1.25,Breast_TCGA
SERPINH1,1.25,Breast_TCGA
SERPINI1,1.25,Breast_TCGA
SESTD1,1.25,Breast_TCGA
SETD9,1.25,Breast_TCGA
SF3A3,1.25,Breast_TCGA
SF3B3,1.25,Breast_TCGA
SFI1,1.25,Breast_TCGA
SFMBT1,1.25,Breast_TCGA
SFPQ,1.25,Breast_TCGA
SFRP1,1.25,Breast_TCGA
SFRP2,1.25,Breast_TCGA
SFT2D2,1.25,Breast_TCGA
SGCB,1.25,Breast_TCGA
SGCD,1.25,Breast_TCGA
SGCE,1.25,Breast_TCGA
SGIP1,1.25,Breast_TCGA
SGK1,1.25,Breast_TCGA
SGOL1,1.25,Breast_TCGA
SGOL2,1.25,Breast_TCGA
SH2D1A,1.25,Breast_TCGA
SH2D2A,1.25,Breast_TCGA
SH2D4A,1.25,Breast_TCGA
SH3BGRL,1.25,Breast_TCGA
SH3BP1,1.25,Breast_TCGA
SH3BP4,1.25,Breast_TCGA
SH3BP5,1.25,Breast_TCGA
SH3KBP1,1.25,Breast_TCGA
SH3PXD2A,1.25,Breast_TCGA
SH3PXD2B,1.25,Breast_TCGA
SH3TC2,1.25,Breast_TCGA
SHANK1,1.25,Breast_TCGA
SHC4,1.25,Breast_TCGA
SHCBP1,1.25,Breast_TCGA
SHF,1.25,Breast_TCGA
SHOX2,1.25,Breast_TCGA
SHROOM1,1.25,Breast_TCGA
SHROOM2,1.25,Breast_TCGA
SHTN1,1.25,Breast_TCGA
SIAE,1.25,Breast_TCGA
SIK1,1.25,Breast_TCGA
SIKE1,1.25,Breast_TCGA
SIL1,1.25,Breast_TCGA
SIM2,1.25,Breast_TCGA
SIRPG,1.25,Breast_TCGA
SIX3,1.25,Breast_TCGA
SKA1,1.25,Breast_TCGA
SKA3,1.25,Breast_TCGA
SKI,1.25,Breast_TCGA
SKP1,1.25,Breast_TCGA
SKP2,1.25,Breast_TCGA
SLA2,1.25,Breast_TCGA
SLAIN1,1.25,Breast_TCGA
SLAMF1,1.25,Breast_TCGA
SLAMF6,1.25,Breast_TCGA
SLC12A6,1.25,Breast_TCGA
SLC12A8,1.25,Breast_TCGA
SLC13A2,1.25,Breast_TCGA
SLC15A2,1.25,Breast_TCGA
SLC16A7,1.25,Breast_TCGA
SLC17A5,1.25,Breast_TCGA
SLC17A7,1.25,Breast_TCGA
SLC17A9,1.25,Breast_TCGA
SLC18B1,1.25,Breast_TCGA
SLC1A2,1.25,Breast_TCGA
SLC22A15,1.25,Breast_TCGA
SLC22A18,1.25,Breast_TCGA
SLC22A23,1.25,Breast_TCGA
SLC22A3,1.25,Breast_TCGA
SLC22A4,1.25,Breast_TCGA
SLC22A5,1.25,Breast_TCGA
SLC23A1,1.25,Breast_TCGA
SLC24A2,1.25,Breast_TCGA
SLC24A3,1.25,Breast_TCGA
SLC25A16,1.25,Breast_TCGA
SLC25A19,1.25,Breast_TCGA
SLC25A35,1.25,Breast_TCGA
SLC25A38,1.25,Breast_TCGA
SLC25A45,1.25,Breast_TCGA
SLC25A48,1.25,Breast_TCGA
SLC25A53,1.25,Breast_TCGA
SLC26A1,1.25,Breast_TCGA
SLC26A7,1.25,Breast_TCGA
SLC27A1,1.25,Breast_TCGA
SLC27A2,1.25,Breast_TCGA
SLC27A6,1.25,Breast_TCGA
SLC29A2,1.25,Breast_TCGA
SLC2A1,1.25,Breast_TCGA
SLC2A12,1.25,Breast_TCGA
SLC30A2,1.25,Breast_TCGA
SLC30A8,1.25,Breast_TCGA
SLC34A2,1.25,Breast_TCGA
SLC35A1,1.25,Breast_TCGA
SLC35A3,1.25,Breast_TCGA
SLC35B4,1.25,Breast_TCGA
SLC35C1,1.25,Breast_TCGA
SLC35F2,1.25,Breast_TCGA
SLC35F3,1.25,Breast_TCGA
SLC35G1,1.25,Breast_TCGA
SLC36A1,1.25,Breast_TCGA
SLC36A4,1.25,Breast_TCGA
SLC37A2,1.25,Breast_TCGA
SLC38A4,1.25,Breast_TCGA
SLC38A5,1.25,Breast_TCGA
SLC41A1,1.25,Breast_TCGA
SLC43A3,1.25,Breast_TCGA
SLC44A4,1.25,Breast_TCGA
SLC44A5,1.25,Breast_TCGA
SLC46A1,1.25,Breast_TCGA
SLC46A2,1.25,Breast_TCGA
SLC4A10,1.25,Breast_TCGA
SLC4A3,1.25,Breast_TCGA
SLC5A3,1.25,Breast_TCGA
SLC5A6,1.25,Breast_TCGA
SLC6A11,1.25,Breast_TCGA
SLC6A12,1.25,Breast_TCGA
SLC6A14,1.25,Breast_TCGA
SLC6A16,1.25,Breast_TCGA
SLC7A13,1.25,Breast_TCGA
SLC7A3,1.25,Breast_TCGA
SLC7A8,1.25,Breast_TCGA
SLC9A3R2,1.25,Breast_TCGA
SLC9A6,1.25,Breast_TCGA
SLC9A9,1.25,Breast_TCGA
SLC9B2,1.25,Breast_TCGA
SLCO1A2,1.25,Breast_TCGA
SLCO5A1,1.25,Breast_TCGA
SLFN11,1.25,Breast_TCGA
SLFN13,1.25,Breast_TCGA
SLFN5,1.25,Breast_TCGA
SLIT2,1.25,Breast_TCGA
SLITRK4,1.25,Breast_TCGA
SMAD2,1.25,Breast_TCGA
SMAD9,1.25,Breast_TCGA
SMAGP,1.25,Breast_TCGA
SMARCD2,1.25,Breast_TCGA
SMC1A,1.25,Breast_TCGA
SMC6,1.25,Breast_TCGA
SMCO3,1.25,Breast_TCGA
SMDT1,1.25,Breast_TCGA
SMIM1,1.25,Breast_TCGA
SMIM10,1.25,Breast_TCGA
SMIM10L2A,1.25,Breast_TCGA
SMIM10L2B,1.25,Breast_TCGA
SMIM13,1.25,Breast_TCGA
SMIM14,1.25,Breast_TCGA
SMIM4,1.25,Breast_TCGA
SMIM7,1.25,Breast_TCGA
SMO,1.25,Breast_TCGA
SMOX,1.25,Breast_TCGA
SMPD1,1.25,Breast_TCGA
SMPD2,1.25,Breast_TCGA
SMPDL3B,1.25,Breast_TCGA
SMTNL2,1.25,Breast_TCGA
SMURF2,1.25,Breast_TCGA
SMYD1,1.25,Breast_TCGA
SMYD2,1.25,Breast_TCGA
SNAI1,1.25,Breast_TCGA
SNAI2,1.25,Breast_TCGA
SNCAIP,1.25,Breast_TCGA
SNHG3,1.25,Breast_TCGA
SNRPA1,1.25,Breast_TCGA
SNTA1,1.25,Breast_TCGA
SNTB1,1.25,Breast_TCGA
SNX21,1.25,Breast_TCGA
SNX22,1.25,Breast_TCGA
SNX32,1.25,Breast_TCGA
SNX7,1.25,Breast_TCGA
SOBP,1.25,Breast_TCGA
SOCS3,1.25,Breast_TCGA
SOGA3,1.25,Breast_TCGA
SORBS2,1.25,Breast_TCGA
SORL1,1.25,Breast_TCGA
SOS1,1.25,Breast_TCGA
SOSTDC1,1.25,Breast_TCGA
SOWAHA,1.25,Breast_TCGA
SOWAHB,1.25,Breast_TCGA
SOX10,1.25,Breast_TCGA
SOX11,1.25,Breast_TCGA
SOX4,1.25,Breast_TCGA
SOX7,1.25,Breast_TCGA
SOX8,1.25,Breast_TCGA
SP5,1.25,Breast_TCGA
SPAG1,1.25,Breast_TCGA
SPARCL1,1.25,Breast_TCGA
SPATA17,1.25,Breast_TCGA
SPATS2L,1.25,Breast_TCGA
SPCS1,1.25,Breast_TCGA
SPDEF,1.25,Breast_TCGA
SPDL1,1.25,Breast_TCGA
SPEF1,1.25,Breast_TCGA
SPEF2,1.25,Breast_TCGA
SPHK1,1.25,Breast_TCGA
SPHKAP,1.25,Breast_TCGA
SPIB,1.25,Breast_TCGA
SPIN2B,1.25,Breast_TCGA
SPINK8,1.25,Breast_TCGA
SPOCK2,1.25,Breast_TCGA
SPON1,1.25,Breast_TCGA
SPON2,1.25,Breast_TCGA
SPOPL,1.25,Breast_TCGA
SPRED1,1.25,Breast_TCGA
SPRY1,1.25,Breast_TCGA
SPRY2,1.25,Breast_TCGA
SPRYD3,1.25,Breast_TCGA
SPSB1,1.25,Breast_TCGA
SPSB4,1.25,Breast_TCGA
SPTBN4,1.25,Breast_TCGA
SQRDL,1.25,Breast_TCGA
SQSTM1,1.25,Breast_TCGA
SRA1,1.25,Breast_TCGA
SRC,1.25,Breast_TCGA
SRCIN1,1.25,Breast_TCGA
SRD5A1,1.25,Breast_TCGA
SREBF1,1.25,Breast_TCGA
SRF,1.25,Breast_TCGA
SRM,1.25,Breast_TCGA
SRMS,1.25,Breast_TCGA
SRPK1,1.25,Breast_TCGA
SRPX,1.25,Breast_TCGA
SRSF12,1.25,Breast_TCGA
SRSF4,1.25,Breast_TCGA
SRXN1,1.25,Breast_TCGA
SSBP3,1.25,Breast_TCGA
SSPN,1.25,Breast_TCGA
SSRP1,1.25,Breast_TCGA
SSX2IP,1.25,Breast_TCGA
ST3GAL1,1.25,Breast_TCGA
ST3GAL2,1.25,Breast_TCGA
ST3GAL4,1.25,Breast_TCGA
ST5,1.25,Breast_TCGA
ST6GAL2,1.25,Breast_TCGA
ST8SIA1,1.25,Breast_TCGA
ST8SIA2,1.25,Breast_TCGA
STAC,1.25,Breast_TCGA
STAC2,1.25,Breast_TCGA
STAMBPL1,1.25,Breast_TCGA
STAP1,1.25,Breast_TCGA
STARD4,1.25,Breast_TCGA
STAT4,1.25,Breast_TCGA
STBD1,1.25,Breast_TCGA
STIL,1.25,Breast_TCGA
STK17A,1.25,Breast_TCGA
STK17B,1.25,Breast_TCGA
STK24,1.25,Breast_TCGA
STK26,1.25,Breast_TCGA
STK32B,1.25,Breast_TCGA
STK38,1.25,Breast_TCGA
STMN1,1.25,Breast_TCGA
STON1,1.25,Breast_TCGA
STOX2,1.25,Breast_TCGA
STRA6,1.25,Breast_TCGA
STUB1,1.25,Breast_TCGA
STX19,1.25,Breast_TCGA
STXBP2,1.25,Breast_TCGA
STYK1,1.25,Breast_TCGA
SULF1,1.25,Breast_TCGA
SULF2,1.25,Breast_TCGA
SULT1A1,1.25,Breast_TCGA
SULT1A2,1.25,Breast_TCGA
SULT1C2,1.25,Breast_TCGA
SULT4A1,1.25,Breast_TCGA
SUMO2,1.25,Breast_TCGA
SUPT3H,1.25,Breast_TCGA
SUV39H2,1.25,Breast_TCGA
SV2A,1.25,Breast_TCGA
SVBP,1.25,Breast_TCGA
SVEP1,1.25,Breast_TCGA
SVIL,1.25,Breast_TCGA
SVOPL,1.25,Breast_TCGA
SYAP1,1.25,Breast_TCGA
SYDE1,1.25,Breast_TCGA
SYK,1.25,Breast_TCGA
SYN2,1.25,Breast_TCGA
SYNE1,1.25,Breast_TCGA
SYNE2,1.25,Breast_TCGA
SYNGR1,1.25,Breast_TCGA
SYNM,1.25,Breast_TCGA
SYNPO,1.25,Breast_TCGA
SYNPO2,1.25,Breast_TCGA
SYNPO2L,1.25,Breast_TCGA
SYP,1.25,Breast_TCGA
SYS1,1.25,Breast_TCGA
SYT17,1.25,Breast_TCGA
SYT8,1.25,Breast_TCGA
SYT9,1.25,Breast_TCGA
SYTL2,1.25,Breast_TCGA
SYTL3,1.25,Breast_TCGA
TAB3,1.25,Breast_TCGA
TACC1,1.25,Breast_TCGA
TACC3,1.25,Breast_TCGA
TACR1,1.25,Breast_TCGA
TAF11,1.25,Breast_TCGA
TAF1C,1.25,Breast_TCGA
TAF4B,1.25,Breast_TCGA
TAF9B,1.25,Breast_TCGA
TAGAP,1.25,Breast_TCGA
TAGLN,1.25,Breast_TCGA
TAOK2,1.25,Breast_TCGA
TAP2,1.25,Breast_TCGA
TAPT1,1.25,Breast_TCGA
TBC1D1,1.25,Breast_TCGA
TBC1D24,1.25,Breast_TCGA
TBC1D4,1.25,Breast_TCGA
TBC1D7,1.25,Breast_TCGA
TBC1D9,1.25,Breast_TCGA
TBPL1,1.25,Breast_TCGA
TBX15,1.25,Breast_TCGA
TBX18,1.25,Breast_TCGA
TBX19,1.25,Breast_TCGA
TBX6,1.25,Breast_TCGA
TC2N,1.25,Breast_TCGA
TCAF2,1.25,Breast_TCGA
TCEA3,1.25,Breast_TCGA
TCEAL1,1.25,Breast_TCGA
TCEAL3,1.25,Breast_TCGA
TCEAL4,1.25,Breast_TCGA
TCEAL6,1.25,Breast_TCGA
TCEAL7,1.25,Breast_TCGA
TCEB2,1.25,Breast_TCGA
TCF3,1.25,Breast_TCGA
TCF4,1.25,Breast_TCGA
TCF7,1.25,Breast_TCGA
TCF7L1,1.25,Breast_TCGA
TCF7L2,1.25,Breast_TCGA
TCL1A,1.25,Breast_TCGA
TCN1,1.25,Breast_TCGA
TCTA,1.25,Breast_TCGA
TCTN1,1.25,Breast_TCGA
TCTN2,1.25,Breast_TCGA
TDG,1.25,Breast_TCGA
TEAD1,1.25,Breast_TCGA
TEAD2,1.25,Breast_TCGA
TEAD4,1.25,Breast_TCGA
TEF,1.25,Breast_TCGA
TEKT3,1.25,Breast_TCGA
TENM2,1.25,Breast_TCGA
TES,1.25,Breast_TCGA
TESK2,1.25,Breast_TCGA
TESPA1,1.25,Breast_TCGA
